4.807619288982795780e+00,6.129683899941535508e+00,4.089611558320062734e+00,4.560217774716058159e+00,3.634593101413190475e+00,3.094126489630805388e+00,4.665032259706453743e+00,3.586422151964328009e+00,2.814078109933972449e+00,2.871344014151548052e+00,4.715055624554548075e+00,3.247039936335438082e+00,3.413440947149960714e+00,5.268197550806045015e+00,2.707501522505090463e+00,4.555191260792200048e+00,4.075417464686130309e+00,3.883714717222469304e+00,4.555355971919369473e+00,5.333320623026902574e+00,1.000000000000000000e+00
-4.004416239090339502e+00,-6.047408858659876429e+00,6.162307495680904301e-01,-2.278823047698933735e+00,-2.195813830939132849e-01,-5.893101674532279510e+00,-6.407906716809238290e+00,-4.778356880719321964e+00,-3.447340738228196422e+00,-5.207785630307665947e+00,-4.039212960562905685e+00,-7.159952652992101818e+00,-1.855401536758061853e+00,-4.576407571457673740e+00,-4.089721424921759052e+00,-4.731722291252018486e+00,-3.827910808855826907e+00,-3.159743597588547281e+00,-4.095313070937963040e+00,-3.707846944501244302e+00,1.000000000000000000e+00
-3.435269632089795966e+00,-8.020887809190869744e-01,-2.544527364066279773e+00,-2.561589987199007989e+00,-1.302674030407152017e+00,-3.366376004864443772e+00,-8.965136576469322494e-01,-1.593457209723316392e+00,4.437101984400415589e-02,-3.365776486956158831e+00,-4.674399942879279735e+00,-1.890120220059739786e+00,-1.872746875194422511e+00,-2.852306143343104949e+00,-4.434308159497680535e+00,-1.617689149117070846e-01,-4.718391841211365900e+00,1.229479963993242997e-01,-5.096682228363035527e+00,-6.963400788099423977e+00,0.000000000000000000e+00
4.203047999763524167e+00,4.305180550117712279e+00,3.619863512479474466e+00,1.247170979802439517e+00,2.697243374144233208e+00,5.435369485399967893e+00,4.057841555713125103e+00,3.695544225318239562e+00,2.707265911463649921e+00,1.856770656989380042e+00,3.519574521661719579e+00,2.936126836179537847e+00,3.755799160490126631e+00,3.785705770593489561e+00,1.819627602542504885e+00,3.625234294266283186e+00,3.556351785456915771e+00,2.440526822577320676e+00,5.344250828008249243e+00,4.243308805203943379e+00,1.000000000000000000e+00
3.260595063131964899e+00,2.632091150864663831e+00,4.207699179033431491e+00,3.241485684303003101e+00,3.198296455370708835e-01,1.788950313020440053e+00,5.032751467479903873e+00,2.224811754280823894e+00,3.496039068409026562e+00,5.825675678104887290e+00,3.995486308028727507e+00,4.354166425158829234e+00,6.349324648861213838e+00,5.559582168476345565e+00,4.397956286789685088e+00,3.278968176059389172e+00,5.984062281035718911e+00,2.743978528059520805e+00,3.536631727219336607e+00,1.960427358163528755e+00,0.000000000000000000e+00
2.401422951397861549e+00,2.663100694257387602e+00,2.998710006760703983e+00,6.080628039480511227e-01,2.317525146607300801e+00,7.486414470121975917e-01,1.922260726454509738e+00,3.006733176085974790e+00,2.225449024477033522e+00,2.150025805539045543e+00,2.121052619818390550e+00,1.158693663851087186e+00,3.083347605963107085e-01,1.495993446333130805e+00,2.859051497489481175e+00,9.829673747082452451e-01,1.408014320873810732e+00,3.274276626150927072e+00,8.226412733219287121e-01,3.769135797012023836e+00,0.000000000000000000e+00
1.002800460839081254e+00,5.413500683852509709e+00,2.517485119666970750e+00,3.765468953731810231e+00,2.986544127643119495e+00,3.280663407765965545e+00,4.614443366444751504e+00,3.435842364625534273e+00,3.414024217463522248e+00,3.761656144119115197e+00,1.627226116380912302e+00,2.291898201287275949e+00,3.198451866828551537e+00,3.936756301341993947e+00,2.181778874672065438e+00,4.877271336500025534e+00,4.616340968080543838e+00,3.939196340808114094e+00,4.405930032842917399e+00,2.481683720770075929e+00,1.000000000000000000e+00
5.870238419071638347e+00,-6.365603605116931796e-01,2.321171809815339770e+00,2.992512420022843678e+00,3.768744597738477253e+00,2.528793527684890741e+00,2.830720480041346576e+00,4.246165664918025051e+00,2.450415200196965237e+00,6.089159950392463161e-01,3.645165991794780069e+00,4.672631989656450102e+00,2.722283466422167564e+00,3.783782492985914736e+00,3.068762544317163332e+00,3.509673924013880786e+00,4.063372979233261795e+00,4.449930854828961557e+00,-1.479062019302037623e-01,1.789521003809355637e+00,1.000000000000000000e+00
2.345421580534826411e+00,-3.278497013734587018e+00,-3.286551750237658887e+00,-1.954136911867760507e+00,-4.709077253125998119e+00,-1.306091890686290835e+00,-2.650985814155608633e+00,-6.926472492790706204e-01,-1.741229704592917038e-01,-1.270900631258788938e+00,-8.885737720681022855e-01,-1.564036199375341329e+00,-6.192719757095129784e-01,-6.343439639701183852e-01,-1.908563102740964634e+00,-3.458107985346587920e+00,-1.496096251059704230e-01,-1.609770827641832103e+00,-4.446308866311875718e+00,-9.643802095768072569e-02,0.000000000000000000e+00
1.191438254802601016e+00,1.860421404039511284e+00,-1.871498388463060492e+00,-2.008239489114263421e+00,-3.025711841443541328e-01,5.316575227161054462e-01,-5.299248533337488354e-01,1.760914292188566765e-01,8.203622436752633362e-02,2.181599879643023598e+00,-1.594708342051137206e+00,-1.002438713774648660e+00,1.029095850624693664e+00,2.534444761635119114e+00,5.594002138313844963e-01,-8.795766022697184550e-01,1.716531973884487527e+00,-1.509532583021126362e+00,-6.499526956810801614e-01,-1.692761000079072931e+00,1.000000000000000000e+00
6.144770716354250872e+00,7.057808694859906140e+00,6.545215106193957411e+00,1.082278916797191926e+01,5.309447861994062379e+00,9.289073265694609560e+00,1.046249027051926106e+01,8.368830415007440848e+00,8.247280780778249110e+00,9.514493151116498737e+00,6.022428966063805511e+00,3.006135265591773020e+00,7.304922658689985582e+00,7.369693289709582373e+00,8.152355038566723167e+00,7.542424271090729881e+00,8.338171943296529776e+00,8.490423470640800829e+00,1.002525205003008857e+01,1.158858120523927937e+01,1.000000000000000000e+00
3.891411900299023507e+00,1.663555856951091760e+00,2.240180013585405305e+00,2.289453991436865898e+00,2.569103973484039294e+00,2.510912556799119066e+00,2.393842079608282880e+00,1.954716182350377807e+00,3.000212954564875023e+00,5.009708854677071166e+00,4.170927021469174711e+00,4.456255837309134549e+00,7.698026454941923058e-01,2.312744655654584314e+00,2.244237238776984000e+00,1.965531476156408441e+00,3.937366173762982591e+00,1.096425951042940383e+00,4.626826146509244175e+00,1.755022672589828581e+00,1.000000000000000000e+00
2.201347095580395319e+00,5.260845933461754775e+00,5.749416819887048113e+00,3.970400165865691555e+00,3.459583887541829661e+00,4.119737989832613856e+00,6.478372311538596939e+00,3.986234605165751788e+00,3.868382606559439552e+00,4.593165747154507095e+00,3.567184728474940947e+00,4.854827184406141249e+00,3.772181296457891797e+00,5.771261629785447766e+00,2.591111513398465238e+00,4.771364991424283275e+00,6.446606821144033717e+00,3.399223731708085339e+00,5.966855137938926745e+00,3.159251326187573206e+00,1.000000000000000000e+00
4.309505151870316020e+00,2.824155514367481246e+00,2.724112836179628072e+00,3.244311258873285198e+00,2.048836070698314415e+00,3.659211084588255503e+00,4.024487866419930171e+00,3.746563990493188001e+00,6.252389231714040818e+00,3.416016863796229153e+00,3.112658672036501706e+00,3.520999867656707139e+00,4.882244078246847252e+00,1.990017459719975346e+00,4.485426331221111340e+00,3.527851498390274010e+00,1.582847378978004649e+00,4.210126862066551290e+00,3.254465748497318067e+00,4.628560774181790904e+00,1.000000000000000000e+00
5.085225463656761313e+00,3.674105748706846697e+00,4.865358559864025878e+00,5.035810021615095167e+00,3.840288279116122361e+00,3.500877884542515694e+00,4.571767122792901539e+00,6.213628555079422355e+00,3.811301069628935778e+00,2.913711031687707731e+00,4.086741195604921550e+00,4.009198350185512183e+00,2.535640765980985645e+00,4.363675004573985383e+00,4.596314559769547614e+00,2.880380626977656178e+00,2.814227160178744747e+00,5.486455408638907905e+00,2.503675132293833538e+00,4.201764934178038757e+00,1.000000000000000000e+00
